symbol,unique_domain_count,domain_list,total_raw_traits
RNU6-985P,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular",12
RPL13,4,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid",12
RPL21P70,4,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological",12
RPL29,4,"Hematological, Anthropometric_and_Skeletal, Immune_and_Autoimmune, Metabolic_and_Lipid",12
RPL31P26,4,"Immune_and_Autoimmune, Cardiovascular, Cancer_and_Neoplasm, Hematological",12
RPL35AP11,4,"Hepatic_and_Renal, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",12
RUFY4,4,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cardiovascular, Metabolic_and_Lipid",12
S1PR3,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Hematological",12
SENP3-EIF4A1,4,"Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",12
SEPTIN10,4,"Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",12
SESN3,4,"Immune_and_Autoimmune, Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal",12
SETD7,4,"Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",12
SLC60A1,4,"Hepatic_and_Renal, Immune_and_Autoimmune, Metabolic_and_Lipid, Hematological",12
SNX14,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Cardiovascular",12
SRD5A3,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune",12
SRSF10P1,4,"Neurological_and_Psychiatric, Cardiovascular, Hematological, Anthropometric_and_Skeletal",12
SSBL6P,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",12
ST6GALNAC4,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm",12
TAF2,4,"Hematological, Cardiovascular, Anthropometric_and_Skeletal, Hepatic_and_Renal",12
THRAP3P1,4,"Cancer_and_Neoplasm, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",12
TLR12P,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm",12
TMEM167A,4,"Immune_and_Autoimmune, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",12
TMEM39A,4,"Immune_and_Autoimmune, Hepatic_and_Renal, Hematological, Anthropometric_and_Skeletal",12
TOB1-AS1,4,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune",12
TRAK2,4,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid",12
TRIAP1,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Hematological, Anthropometric_and_Skeletal",12
TRIM25,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological",12
TRIM4,4,"Hematological, Hepatic_and_Renal, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",12
UBAC1,4,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Hematological, Neurological_and_Psychiatric",12
UBE2E1-AS1,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal",12
USP25,4,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal",12
VPS41,4,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular, Metabolic_and_Lipid",12
WAKMAR2,4,"Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Immune_and_Autoimmune",12
ZC3H12D,4,"Immune_and_Autoimmune, Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal",12
ZDHHC24,4,"Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid",12
ZFAND3-DT,4,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric",12
ZNF436,4,"Hepatic_and_Renal, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric",12
ZSCAN5A,4,"Cancer_and_Neoplasm, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal",12
ABCE1,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Hematological",11
ABHD17A,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
ACTL7B,4,"Neurological_and_Psychiatric, Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
ACTR10,4,"Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
AGBL3,4,"Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
AGFG1,4,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Metabolic_and_Lipid",11
AKAIN1,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
ALOX5AP,4,"Cancer_and_Neoplasm, Neurological_and_Psychiatric, Immune_and_Autoimmune, Metabolic_and_Lipid",11
AMMECR1L,4,"Cardiovascular, Hepatic_and_Renal, Immune_and_Autoimmune, Neurological_and_Psychiatric",11
AMPD1,4,"Neurological_and_Psychiatric, Hepatic_and_Renal, Immune_and_Autoimmune, Cancer_and_Neoplasm",11
ANKS6,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Hepatic_and_Renal, Anthropometric_and_Skeletal",11
ARHGAP4,4,"Neurological_and_Psychiatric, Immune_and_Autoimmune, Hematological, Hepatic_and_Renal",11
ARRB1,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
ATOX1,4,"Cardiovascular, Hepatic_and_Renal, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
AURKB,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid",11
B4GALT4-AS1,4,"Hematological, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
BBC3,4,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Metabolic_and_Lipid",11
BRD7,4,"Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
C1D,4,"Cancer_and_Neoplasm, Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric",11
C1orf116,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hematological",11
C1orf146,4,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal",11
C8orf44-SGK3,4,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
CAPN11,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm",11
CCDC51,4,"Immune_and_Autoimmune, Hematological, Neurological_and_Psychiatric, Metabolic_and_Lipid",11
CCN1,4,"Neurological_and_Psychiatric, Hepatic_and_Renal, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
CCNY-AS1,4,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hematological",11
CDRT8,4,"Cardiovascular, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
CENPC,4,"Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cardiovascular",11
CHMP4AP1,4,"Cardiovascular, Metabolic_and_Lipid, Hepatic_and_Renal, Neurological_and_Psychiatric",11
CLASP1,4,"Metabolic_and_Lipid, Hepatic_and_Renal, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
CORO1B,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hematological",11
CUPIN1P,4,"Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm, Cardiovascular",11
CXCL13,4,"Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Immune_and_Autoimmune",11
CYP11A1,4,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Cancer_and_Neoplasm, Cardiovascular",11
DIO1,4,"Hepatic_and_Renal, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hematological",11
DNAAF10,4,"Cardiovascular, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
DNPEP,4,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Immune_and_Autoimmune",11
DUXAP6,4,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular",11
DYNAPP1,4,"Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm, Cardiovascular",11
ELK2AP,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune, Hepatic_and_Renal",11
ERVK-28,4,"Hepatic_and_Renal, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
FAM174B,4,"Cardiovascular, Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal",11
FERRY3,4,"Hepatic_and_Renal, Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal",11
FTLP19,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
GINM1,4,"Cancer_and_Neoplasm, Hepatic_and_Renal, Metabolic_and_Lipid, Neurological_and_Psychiatric",11
GNS,4,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid, Hematological",11
GORAB-AS1,4,"Anthropometric_and_Skeletal, Cardiovascular, Immune_and_Autoimmune, Cancer_and_Neoplasm",11
GPBAR1,4,"Anthropometric_and_Skeletal, Hematological, Immune_and_Autoimmune, Cardiovascular",11
GPD1,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal, Cardiovascular",11
GPR176,4,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
GRIK5,4,"Neurological_and_Psychiatric, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Hepatic_and_Renal",11
GTF3C4,4,"Immune_and_Autoimmune, Hematological, Metabolic_and_Lipid, Cardiovascular",11
GUCY2D,4,"Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Hepatic_and_Renal",11
IER3,4,"Neurological_and_Psychiatric, Immune_and_Autoimmune, Metabolic_and_Lipid, Cancer_and_Neoplasm",11
ITPKC,4,"Anthropometric_and_Skeletal, Cardiovascular, Hematological, Metabolic_and_Lipid",11
KCTD2,4,"Neurological_and_Psychiatric, Cardiovascular, Immune_and_Autoimmune, Anthropometric_and_Skeletal",11
KDSR,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Neurological_and_Psychiatric",11
KHDRBS1,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular, Cancer_and_Neoplasm",11
KIF5B,4,"Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
LASP1,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid",11
LAX1,4,"Immune_and_Autoimmune, Neurological_and_Psychiatric, Hematological, Cancer_and_Neoplasm",11
LEMD1,4,"Neurological_and_Psychiatric, Cardiovascular, Anthropometric_and_Skeletal, Hematological",11
LIFR-AS1,4,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Cardiovascular",11
LINC00870,4,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Neurological_and_Psychiatric, Hematological",11
LINC00954,4,"Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal",11
LINC01737,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Immune_and_Autoimmune",11
LINC01986,4,"Hepatic_and_Renal, Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal",11
LINC02050,4,"Metabolic_and_Lipid, Hematological, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
LINC02378,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Neurological_and_Psychiatric",11
LINC02483,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
LINC02562,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
LINC02862,4,"Cardiovascular, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Neurological_and_Psychiatric",11
LINC02902,4,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Cardiovascular",11
LINC03085,4,"Hepatic_and_Renal, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
MAPK8IP1,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Immune_and_Autoimmune, Cancer_and_Neoplasm",11
MAS1L,4,"Immune_and_Autoimmune, Hepatic_and_Renal, Neurological_and_Psychiatric, Hematological",11
MBLAC1,4,"Metabolic_and_Lipid, Hematological, Cardiovascular, Neurological_and_Psychiatric",11
MGAT4A,4,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Cardiovascular, Anthropometric_and_Skeletal",11
MIR1208,4,"Anthropometric_and_Skeletal, Immune_and_Autoimmune, Cancer_and_Neoplasm, Metabolic_and_Lipid",11
MIR5007,4,"Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric",11
MIR548AG1,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Immune_and_Autoimmune, Hematological",11
MKI67,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Immune_and_Autoimmune",11
MPV17L2,4,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal",11
MRPS5P3,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal, Cancer_and_Neoplasm",11
MTND6P25,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Immune_and_Autoimmune, Neurological_and_Psychiatric",11
MVD,4,"Hematological, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Neurological_and_Psychiatric",11
NIPBL,4,"Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
NRIP3-DT,4,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Hepatic_and_Renal",11
NSUN4,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Hematological",11
NTAN1P3,4,"Hepatic_and_Renal, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular",11
OR4C13,4,"Metabolic_and_Lipid, Immune_and_Autoimmune, Cardiovascular, Anthropometric_and_Skeletal",11
PAIP2B,4,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Cardiovascular",11
PANK1-AS1,4,"Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
PAQR5-DT,4,"Cardiovascular, Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal",11
PBX2P1,4,"Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Immune_and_Autoimmune",11
PFN3,4,"Cardiovascular, Hepatic_and_Renal, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
PGM2L1,4,"Hematological, Anthropometric_and_Skeletal, Hepatic_and_Renal, Metabolic_and_Lipid",11
PIDD1,4,"Cancer_and_Neoplasm, Cardiovascular, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
POU4F3,4,"Neurological_and_Psychiatric, Cardiovascular, Immune_and_Autoimmune, Hematological",11
PRPF8,4,"Hematological, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular",11
PRRG2,4,"Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
PTPN6,4,"Neurological_and_Psychiatric, Hematological, Cardiovascular, Anthropometric_and_Skeletal",11
RABGEF1,4,"Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Immune_and_Autoimmune",11
RCOR2,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Hematological, Cardiovascular",11
RN7SKP203,4,"Metabolic_and_Lipid, Immune_and_Autoimmune, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
RN7SKP31,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Cardiovascular",11
RN7SL271P,4,"Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Neurological_and_Psychiatric",11
RN7SL519P,4,"Hematological, Cancer_and_Neoplasm, Metabolic_and_Lipid, Cardiovascular",11
RNA5SP112,4,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Cardiovascular, Neurological_and_Psychiatric",11
RNASE9,4,"Immune_and_Autoimmune, Cancer_and_Neoplasm, Cardiovascular, Anthropometric_and_Skeletal",11
RNF125,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal, Cancer_and_Neoplasm",11
RNF2,4,"Immune_and_Autoimmune, Metabolic_and_Lipid, Hepatic_and_Renal, Hematological",11
RNU1-29P,4,"Anthropometric_and_Skeletal, Cardiovascular, Cancer_and_Neoplasm, Hepatic_and_Renal",11
RNU1-45P,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
RNU2-47P,4,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
RNU6-1266P,4,"Anthropometric_and_Skeletal, Hepatic_and_Renal, Immune_and_Autoimmune, Cancer_and_Neoplasm",11
RNU6-261P,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
RNU6-675P,4,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Hematological, Neurological_and_Psychiatric",11
RPL21P96,4,"Hematological, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Immune_and_Autoimmune",11
RPL34P18,4,"Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
RPLP2P1,4,"Hematological, Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
RPS12,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
RPS27P11,4,"Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
RPSAP34,4,"Anthropometric_and_Skeletal, Cardiovascular, Immune_and_Autoimmune, Metabolic_and_Lipid",11
SEC14L1,4,"Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
SEPTIN4,4,"Cancer_and_Neoplasm, Hematological, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
SEPTIN4-AS1,4,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Cardiovascular, Neurological_and_Psychiatric",11
SLC12A9-AS1,4,"Hematological, Hepatic_and_Renal, Metabolic_and_Lipid, Anthropometric_and_Skeletal",11
SLC35E3,4,"Immune_and_Autoimmune, Hematological, Cancer_and_Neoplasm, Cardiovascular",11
SLC6A14P3,4,"Cardiovascular, Immune_and_Autoimmune, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
SNX30,4,"Hematological, Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal",11
SNX6,4,"Immune_and_Autoimmune, Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
SOS1,4,"Neurological_and_Psychiatric, Hematological, Metabolic_and_Lipid, Anthropometric_and_Skeletal",11
SPIDR,4,"Immune_and_Autoimmune, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Hematological",11
SPIRE1,4,"Hematological, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
STEAP2,4,"Neurological_and_Psychiatric, Metabolic_and_Lipid, Cardiovascular, Hematological",11
TEX48,4,"Metabolic_and_Lipid, Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm",11
TMPRSS12,4,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Cardiovascular, Hematological",11
TMT1A,4,"Hematological, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Cardiovascular",11
TOPAZ1,4,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Metabolic_and_Lipid, Cancer_and_Neoplasm",11
TOR1B,4,"Hepatic_and_Renal, Cancer_and_Neoplasm, Metabolic_and_Lipid, Hematological",11
TPH1,4,"Metabolic_and_Lipid, Immune_and_Autoimmune, Anthropometric_and_Skeletal, Hepatic_and_Renal",11
TRD-AS1,4,"Metabolic_and_Lipid, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",11
TRIM67,4,"Hematological, Metabolic_and_Lipid, Anthropometric_and_Skeletal, Neurological_and_Psychiatric",11
TSN,4,"Cardiovascular, Cancer_and_Neoplasm, Neurological_and_Psychiatric, Anthropometric_and_Skeletal",11
TTC1,4,"Hematological, Cardiovascular, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",11
TTC13,4,"Hepatic_and_Renal, Hematological, Anthropometric_and_Skeletal, Metabolic_and_Lipid",11
UBE2F,4,"Immune_and_Autoimmune, Metabolic_and_Lipid, Cancer_and_Neoplasm, Neurological_and_Psychiatric",11
VENTXP7,4,"Neurological_and_Psychiatric, Hepatic_and_Renal, Cancer_and_Neoplasm, Immune_and_Autoimmune",11
WDR87BP,4,"Cardiovascular, Metabolic_and_Lipid, Hepatic_and_Renal, Hematological",11
WNT6,4,"Anthropometric_and_Skeletal, Hematological, Metabolic_and_Lipid, Cardiovascular",11
ZNF729,4,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Cancer_and_Neoplasm, Immune_and_Autoimmune",11
ZNF792,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hematological, Hepatic_and_Renal",11
ACTBL2,4,"Cardiovascular, Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal",10
ADGRA2,4,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Hepatic_and_Renal, Hematological",10
ANLN,4,"Hematological, Cardiovascular, Metabolic_and_Lipid, Cancer_and_Neoplasm",10
ANXA2P3,4,"Metabolic_and_Lipid, Cardiovascular, Anthropometric_and_Skeletal, Cancer_and_Neoplasm",10
APTR,4,"Immune_and_Autoimmune, Anthropometric_and_Skeletal, Metabolic_and_Lipid, Hepatic_and_Renal",10
ARFGEF3,4,"Neurological_and_Psychiatric, Cancer_and_Neoplasm, Anthropometric_and_Skeletal, Metabolic_and_Lipid",10
ARHGAP8,4,"Metabolic_and_Lipid, Anthropometric_and_Skeletal, Neurological_and_Psychiatric, Hepatic_and_Renal",10
ARHGEF4,4,"Cancer_and_Neoplasm, Cardiovascular, Metabolic_and_Lipid, Anthropometric_and_Skeletal",10
ATPAF2,4,"Cardiovascular, Neurological_and_Psychiatric, Anthropometric_and_Skeletal, Metabolic_and_Lipid",10
